지역명,1986-01,1986-02,1986-03,1986-04,1986-05,1986-06,1986-07,1986-08,1986-09,1986-10,1986-11,1986-12,1987-01,1987-02,1987-03,1987-04,1987-05,1987-06,1987-07,1987-08,1987-09,1987-10,1987-11,1987-12,1988-01,1988-02,1988-03,1988-04,1988-05,1988-06,1988-07,1988-08,1988-09,1988-10,1988-11,1988-12,1989-01,1989-02,1989-03,1989-04,1989-05,1989-06,1989-07,1989-08,1989-09,1989-10,1989-11,1989-12,1990-01,1990-02,1990-03,1990-04,1990-05,1990-06,1990-07,1990-08,1990-09,1990-10,1990-11,1990-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,1992-01,1992-02,1992-03,1992-04,1992-05,1992-06,1992-07,1992-08,1992-09,1992-10,1992-11,1992-12,1993-01,1993-02,1993-03,1993-04,1993-05,1993-06,1993-07,1993-08,1993-09,1993-10,1993-11,1993-12,1994-01,1994-02,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05
전국,-,0,-0.184160477,-0.553507057,-0.742114969,-0.560742834,-0.563911306,-0.189034283,0.189392299,0,-0.945177864,-0.763358679,-0.19231259,-0.385353135,0,0,0.193421925,0,0.386103642,0.576918079,4.206503876,2.385319274,1.612907665,0.352730629,2.108962872,3.270224885,2.999996815,2.103563838,2.060220267,1.086957731,2.611365509,3.592814004,-0.722542048,-0.291123267,-1.313867253,1.035504116,2.635429123,5.278177239,3.658537319,6.143791211,0.985221551,-0.365854653,-0.979192054,-0.123612544,-0.12376131,0.867411136,0.49140044,0.366749171,1.461631989,4.921967209,3.432495897,4.756637573,1.795141444,1.037346058,0.6160146,1.632652891,3.413655981,2.330096817,2.37191543,0.648749566,1.104972254,1.63934253,2.329750419,3.152363943,-0.169777821,-1.020408045,-0.687285143,-0.692041441,-0.871081522,-1.230229841,-2.84697483,-2.380950595,-0.56285332,-0.188677617,-0.378071791,-0.664137357,-1.337155261,-1.645691183,-0.688977148,0.693756975,1.27952659,-0.194361784,-0.584227499,-0.783545472,-0.098715832,0.790513754,0.098038369,-0.587657432,-0.591134622,-0.792864148,-0.4994996,-0.301205645,-0.201408132,-0.100907301,-0.101012674,-0.303334087,0.101419001,0.303952198,0.101009227,-0.100907301,-0.101012674,0,-0.101111362,0.101213701,0.4044489,0.201411569,-0.201006718,0,0,0.201411569,0.201003288,0.200603498,-0.100099235,0,-0.100202954,0.100303461,0.300598602,0,-0.099899238,0,0.300000823,0.398803545,0.496523428,0.098813376,0,-0.098715832,0,0.296443501,0.788177254,0.3910068,0.29211375,0.485436009,2.028984465,1.799243058,0.558141065,0.092506138,0,-0.092420643,0.092506138,0.369685726,0.552484556,0.091577427,-0.274474673,-0.550460221,-0.922507564,-1.955306251,-2.849004123,-3.128054402,-3.02724659,-1.456813899,-0.316790727,0.423728768,-0.843881765,-0.851063737,-0.429184502,0.96982656,2.241194169,0.835072995,0.82816081,0.410677568,0.511246509,0.610374594,0.606675075,1.206030016,1.19165826,0.196269158,-0.293827045,-0.09823433,0.491644556,0.782778773,0.582522548,0.193051821,-0.192679849,-0.193048527,0.096710962,0.193235046,0.482162502,0.19193692,-0.383141725,-0.86538371,0.096992372,0.581396945,0.867051101,0.955111366,1.040678625,1.310862895,1.848428631,2.631577888,2.03359914,0.606586465,0.516794339,1.199658589,4.064351803,3.498779825,3.066038078,0.915331707,0.4535134,0.6019563,1.421092499,2.359881768,3.458212916,0.557103011,0,0.415513608,-0.137932197,0.690608848,0.754458668,1.157249121,2.288022446,1.184209271,0.384838922,0.611474465,1.359663765,1.695770378,-0.13168506,-0.647642204,-0.200939881,0.353063693,0.393575947,0.395242147,0.110473367,-0.098425592,-0.18136025,-0.306974671,-0.148429118,-0.132868851,-0.38641859,-0.375320011,-0.267630667,0.541130571,0.579804163,0.78768631,0.795256428,1.210069626,1.095257242,0.452355539,0.222511234,-0.001725936,0.049440837,0.24898313,0.455252009,0.622549191,0.815753424,1.063622994,1.242876221,0.515597397,0.189719083,0.206958921,0.440729188,1.520583741,3.836798208,2.100296335,1.009291846,0.299644111,0.091897812,-0.006116059,-0.105501386,0.033681224,0.16528723,0.135350209,0.149556449,0.159435814,0.154261933,0.040205249,0.172640036,0.225304185,0.614417782,0.970377798,0.583124076,0.544999398,0.315210285,0.119541168,0.213333237,-0.068169709,-0.530261958,-0.869391049,-0.67033906,-0.301994444,-0.238108732,0.046951066,0.141845253,0.227466204,0.33815284,0.317772673,0.803802693,0.407346646,0.32935583,0.176461802,0.147006053,0.38419232,0.297797993,0.204188801,0.057303339,-0.04161252,-0.101360128,-0.032328814,0.157077645,0.277757808,0.544222426,0.606575541,0.641435062,1.098909777,1.310266589,1.201645488,1.02943727,0.667729973,0.557479197,0.707096657,0.692194434,0.523556187,0.558643259,0.220499393,0.189651645,0.19197913,0.191387957,0.142181852,0.028664582,-0.058998756,-0.147802871,-0.151646097,-0.213284324,-0.17646194,-0.093924617,-0.085442193,-0.087527507,-0.080030901,-0.052240138,-0.013023053,-0.023470534,-0.059082259,-0.026031703,-0.06773998,0.041640471,0.233362193,0.230562431,0.237082497,0.124831923,0.188799936,0.351794568,0.253569191,0.063832972,0.056778109,0.091503807,0.140329082,0.318729311,0.358133399,0.236967519,0.223585673,0.15203663,0.265208812,0.453865279,0.565091438,0.450715766,0.52003327,0.445521669,0.454728118,0.581943291,0.359350661,0.494964354,0.199520333,0.081085993,0.080894757,0.014309673,0.030601066,0.070227597,0.089841048,0.139444782,0.141925749,0.151518182,0.290011345,0.316439816,0.08205535,0.020225375,0.003993377,0.01778797,0.033911568,0.048483453,0.223285056,0.26031293,0.285565087,0.056152378,0.100255145,0.130439612,0.120418958,0.2080312,0.20395348,0.27323366,0.136048373,0.052456463,0.05578955,0.020106559,0.231414296,1.085421953,0.614419467,0.103899855,-0.001221641,-0.028376147,-0.114355428,-0.192535927,-0.241441941,-0.138552014,-0.198562929,-0.088541331,-0.015644973,0.027364681,0.111801938,0.146038135,0.431972763,0.377822158,0.455638058,0.732098645,0.249343151,0.109177754,0.482625178,1.111261927,0.931557647,1.009204914,0.575768522,1.511651282,1.71198156,1.517553412,1.757648968,1.730335225,1.430354895,1.254231888,1.889303172,1.519210649,1.983991867,1.967962957,1.312083459,1.539735037,0.625519986,0.316224829,0.16304226,0.103202027,0.193455834,0.250401081,0.040269034,-0.074061011,-0.226470894,-0.239728791,-0.738646237,-1.418985934,-1.517017805,-1.911140946,-1.15929367,-1.222165428,-1.143685552,-0.849469746,-0.351566829,-0.265402543,-0.085882746,0.08508136,0.092494307,0.006012575,-0.10765674,-0.155323841,-0.108795202,-0.161036618,-0.21653207,-0.129797797
서울,-,0.173308607,-0.173008768,-0.693242342,-0.523563297,-1.052629808,-0.354614724,0,0.177942421,-0.355244585,-1.069516932,-1.261257762,0,-0.364968431,-0.549445448,-0.736649784,0,-0.371062528,0,0.93109857,2.952035863,1.433686564,1.236753778,0.174518442,1.91637438,3.760687857,2.306418571,2.09340041,1.104105093,0.468014353,3.41615279,3.603604283,-1.159422707,-0.733137702,-1.624813728,2.102096213,3.823534271,6.657220003,3.71846138,6.786172803,-1.079137597,-2.060603504,-1.608912843,0,-0.377360723,1.515154748,0.497513483,0,2.475247049,6.038646211,4.100226025,7.002188064,1.329245011,0.807262482,0.700703341,1.590456074,3.718200798,2.16981267,2.770082589,-0.089850526,1.528779216,2.214348605,3.552858237,3.096236129,-1.136364184,-1.80623794,-0.418060124,-0.587743586,-1.351350361,-1.626712831,-4.351609369,-3.366698903,-0.188322168,-0.188681798,0,-0.756140966,-2.285714758,-2.241716801,-0.498504409,2.10421175,2.06084268,-0.576922097,-0.676985116,-1.071079757,0.393701619,1.568626275,-0.289577004,-0.871245122,-0.976562317,-1.183434431,-0.299402972,-0.200198342,-0.300904491,-0.201205376,-0.100805514,-0.302726311,0.202431891,0.606059572,0.100400672,-0.10029997,-0.200805929,-0.100602688,0,0.100703999,0.603625317,0,0,0,0,0.099999068,0.19979834,0.398804438,-0.397220306,0,-0.099699971,0.399202443,0.099402653,-0.397220306,-0.199399942,-0.09989917,0.299997205,0.199404496,0.099501561,0,-0.099402653,0,0.099501561,0.497017807,1.285857175,0.19531068,0.487329352,1.06692425,3.166987818,1.8604648,-0.273974225,-0.183148483,-0.275230988,0,0,0.551981198,1.189384283,0,-0.452079495,-0.454132535,-1.368612922,-2.220167001,-3.784294586,-4.719765045,-3.715168776,-1.714896914,0.872406888,1.405407172,-0.852880271,-1.827954756,-0.876234053,3.425417883,3.098291,0.414503908,0.72239694,0.512294991,0.815491456,0.707788308,1.606424506,2.272728709,1.835749351,-0.094880109,-0.474833738,0.477099166,1.139603574,1.502346303,0.925069232,0,-0.091658177,0,0.917431039,0.545453625,0.632913771,0.53908264,-0.804290223,-1.171172624,0.09116102,1.183968144,0.900089868,1.070475071,1.500439428,2.173912698,2.808511756,3.80794563,1.754387882,0.156738353,0.234743176,2.185793402,6.493505315,4.375895299,3.5051566,0.929615317,0.526313892,0.785341981,2.597402135,3.797467696,4.878047965,0.058138995,-0.581057435,0.05844748,-1.635514798,0.296912064,0.592066212,1.883462158,2.541880738,0.90141037,0.635105528,1.193534836,2.483157715,2.491122409,-0.736395148,-0.805848833,-0.295212084,0.676566493,0.559421598,0.733934212,0.159978011,-0.228605934,-0.378370116,-0.603105716,-0.32384116,-0.405052651,-0.515570716,-0.389596828,-0.306753838,1.046557413,0.504160094,1.165089993,0.973186343,2.203548282,1.933030177,0.446308437,0.174080173,-0.176739946,0.24323807,0.547131216,0.930351497,1.119559689,1.766081793,2.259551744,2.004135157,0.638139878,0.267186222,0.25515996,0.615249085,2.2062352,6.226190816,3.666638635,1.763840636,0.308782433,0.162470819,-0.008651432,-0.201733999,0.053746288,0.301930395,0.209488745,0.219170117,0.258805445,0.315365906,0.139343494,0.483004328,0.538004737,1.383791169,1.975047644,0.844000556,0.512763478,0.243416371,-0.007942891,0.016140211,-0.302691068,-0.843900966,-1.637888312,-0.915187433,-0.168948304,-0.25359671,0.350792187,0.17228613,0.498561687,0.880323653,0.511370439,1.185365934,0.349764533,-0.020940135,-0.027443863,0.088715241,0.268046953,-0.020049779,-0.172216313,-0.364773004,-0.565193179,-0.525019617,-0.454296287,-0.253768769,-0.183831716,-0.100267098,0.070296362,0.155823211,0.301012355,0.145988043,0.006293854,-0.083975288,-0.11732296,-0.16186053,-0.109368318,-0.108586179,-0.128200027,-0.180303777,-0.160115327,-0.162445257,-0.138967707,-0.248108749,-0.43406162,-0.262549974,-0.306965833,-0.537086275,-0.468754431,-0.64596721,-0.606552075,-0.395447401,-0.365754794,-0.374202114,-0.261735789,-0.256982548,-0.1269301,-0.054259608,-0.208334333,-0.331326327,-0.287357041,-0.051017026,0.093849359,0.010095434,-0.002207307,0.032659122,0.127885611,0.233680276,0.080639205,-0.032125505,-0.098676977,-0.00628998,0.030027234,0.309887365,0.291956778,0.101260626,0.015856748,0.084571981,0.192129013,0.47506694,0.548605511,0.389133147,0.494789894,0.46751991,0.550573449,0.732404726,0.494422342,0.6794404,0.317240258,0.113156957,0.147402027,0.07094911,0.118416416,0.279207029,0.398984251,0.543508237,0.560207633,0.435546807,0.717480651,0.660245136,0.099224495,0.028133505,0.038364436,0.100010605,0.137535153,0.219777304,0.853232265,0.858825864,1.050592619,0.149338282,0.446167474,0.619737851,0.66086903,1.123290625,0.985812286,1.254172984,0.811845563,0.398194653,0.389225836,0.528447624,1.167757179,3.834897315,1.838436458,0.395092391,0.108655941,-0.013684159,-0.091876024,-0.169037488,-0.144268912,-0.060909763,-0.076094951,0.369701236,0.40283089,0.447490076,0.578728398,0.562703179,1.070486843,0.666256033,0.514998185,0.731944625,0.154043046,-0.000918743,0.517793361,2.138562265,2.053097845,1.995726286,0.744708881,1.5391985,1.316311017,1.602824209,1.599534268,1.331699458,0.951930703,1.007600147,1.659502339,1.282249312,1.593423812,1.692947059,1.046344179,1.05891224,0.460866792,0.233031776,0.09200805,0.054604849,0.109474692,0.212124644,0.13369142,0.034641222,-0.145346473,-0.193702101,-0.668293132,-1.415729158,-1.432507374,-2.092226023,-1.196935139,-1.170988817,-0.969425577,-0.874518486,-0.284809164,-0.227105324,-0.056475614,0.26489255,0.230829535,0.038029589,-0.105706864,-0.192186459,-0.120463694,-0.148568337,-0.165736832,-0.031238026
강북14개구,-,-0.163934909,-0.164204097,-0.657896681,-1.324501531,0,0,0,0.335571462,-0.167224573,0.167504682,-0.167224573,-0.335009364,-0.504203174,-2.702699075,-1.388886973,0,-1.584511669,-0.178891407,-0.358417812,2.158273471,2.640840615,0.34305419,1.709400851,0.840338623,5.166664565,1.267827116,1.87793445,1.843318144,0.150830011,1.355425707,2.971766631,0.288601138,-0.575541257,-0.868304363,1.021895756,3.179190131,5.182073609,4.793608834,4.828463548,-0.969699813,0,0.979195065,0.727270671,-0.722019634,1.090908101,0.119904429,0.359278355,0.596660482,6.40569236,2.452623266,3.917297863,0.41884941,0.417102379,1.453790928,4.401227023,7.156863512,1.189387344,0.090416179,0,2.258353179,3.445230725,2.988898345,2.902155856,-1.853343979,-1.724137344,-0.083542435,-1.254181409,-1.270110904,-1.629501475,-2.964254291,-3.773583617,-0.093370956,-0.186916437,-0.280899703,-1.032863655,-2.18216307,-1.163918607,-0.686946624,1.581025482,3.307392695,-0.659132408,-0.189574018,-0.854700097,0.383142891,1.240455061,-0.09424773,-1.226415433,-1.3371544,-0.968053716,-0.097751998,0,-0.195695292,-0.196079009,-0.098232117,-0.393311433,0.098713562,0.295858865,-0.589968848,-0.197824518,0,-0.297324959,-0.198807744,0.199203777,0.298211616,-0.09910832,0,0,0,0,0.396826567,0,-0.296443558,0,-0.198216639,0,-0.496525795,0,-0.199597942,0,0,0.100000294,-0.099900393,0.199997132,-0.099797247,-0.099900393,0.100000294,0.39959812,1.691543852,0.391387203,-0.29239516,0.684260608,2.233009591,1.994301321,-0.186217073,0.279848344,-0.372090909,-0.093370956,-0.186916437,0.093633234,1.49672385,0.092166172,-0.092081304,-0.552993845,-0.74142623,-1.40056111,-4.356060346,-4.455444969,-3.419691998,-1.716735874,0,0,-0.545853134,-1.317233913,-1.223581535,1.351351457,2.888889751,0.323975037,0.75349688,0.320513767,0.319489758,0.106157424,0.954399982,1.155461952,1.661472271,0.306436046,-0.509162956,-0.409417783,0.924973481,1.22199602,0.402415676,0.200401391,-0.100000294,0.100100394,0.199997132,0.898206256,0.395645619,0.394089837,-0.78508234,-1.186943691,-0.100100394,1.202404886,0.89108831,0.981353773,1.263362863,1.43954028,1.986754274,3.432282509,2.242152869,0.087719556,-0.525856058,0.704844852,3.674542499,3.71307944,2.278276123,1.034208726,0.708660779,0.469115177,1.945525668,2.748091808,3.937594224,0.786275752,-0.425533166,-0.213675845,-0.999284249,-0.288393061,0.578451846,0.431345632,1.073727634,0.212465218,0.055649418,0.332993302,1.024023495,1.343185987,0.03986134,-0.365733705,-0.086352369,0.427831307,0.290863019,0.483398136,0.159376954,-0.041693598,-0.321899305,-0.301186926,-0.21759821,-0.300203188,-0.324540879,-0.346775743,-0.379488635,0.222430245,0.272434357,0.198405642,0.262745513,0.139162044,0.909990196,0.750150317,0.440122932,0.200453354,0.036228908,0.12816928,0.240023136,0.583036949,0.490560621,0.810106108,0.805865639,0.490333809,0.269443216,0.336365762,0.546079295,1.699891529,5.805853725,5.669228801,2.839690099,0.630882934,0.341059969,0.47315032,0.146622311,0.244756805,0.52933709,0.416866574,0.456644259,0.655477463,0.841649098,0.486733039,0.915811498,1.028877598,2.476890149,3.465398365,1.359887595,0.885387776,0.485332875,0.10400547,0.129805741,-0.08895242,-0.433699958,-1.259089107,-0.653494306,-0.625201932,-0.394545473,-0.044066012,-0.011520369,0.299104844,0.663944354,0.392266514,0.946950276,0.365243943,0.010375554,-0.00398692,-0.016981398,0.076508435,-0.030412956,-0.252811391,-0.298234418,-0.620458493,-0.514227899,-0.421000758,-0.30663184,-0.218881181,-0.123313267,-0.014206283,0.057536073,0.200701339,0.130274127,0.03754037,-0.014675773,-0.074741154,-0.099267979,-0.126574623,-0.103369972,-0.048304892,-0.087075743,-0.09378454,-0.091335618,-0.088861326,-0.178128305,-0.274955678,-0.224665439,-0.243948033,-0.493527543,-0.332349399,-0.490029334,-0.658660869,-0.395832214,-0.259491216,-0.35335002,-0.236524609,-0.323624942,-0.170479519,-0.139637393,-0.224027297,-0.330272874,-0.407664469,-0.087059561,0.098573027,0.011017877,-0.005357626,-0.008960771,0.1084379,0.182262432,0.110933526,-0.026771707,-0.071740875,-0.0110365,-0.007181809,0.205076893,0.216855288,0.109619725,0.070266283,0.090692393,0.184387621,0.484671875,0.488199977,0.33083391,0.37777056,0.407380932,0.475136653,0.704000901,0.469824539,0.599694708,0.311003173,0.103114022,0.178999984,0.104972278,0.130848873,0.205061254,0.272585872,0.413650441,0.441577925,0.340306027,0.582875492,0.667324394,0.171174191,0.095780383,0.067338978,0.080599047,0.118255815,0.150334775,0.765891644,0.880625138,1.000935634,0.195225501,0.39414672,0.529707651,0.460164334,0.680415048,0.689181378,1.148247452,0.717603795,0.395506536,0.367204326,0.562482791,0.996761415,3.781463707,2.004587127,0.50205605,0.167913513,0.003579102,-0.031714409,-0.06937682,-0.053484297,-0.048545828,-0.086008066,0.310359996,0.368261218,0.40847234,0.352846387,0.398975493,0.635359367,0.518941719,0.433691648,0.691502679,0.244961315,0.064363095,0.608164775,2.266881008,2.345818662,2.338079229,0.748126519,1.879659229,1.413999328,1.75855399,1.79222997,1.626017922,1.155284843,1.07515568,1.699103547,1.341415543,1.731989395,1.869937022,0.929174013,0.871986484,0.319267141,0.174086535,0.0542226,0.021064009,0.073772441,0.123729734,0.063509431,-0.01113433,-0.190753958,-0.224815411,-0.800277682,-1.510122456,-1.327971759,-2.100970883,-1.339135121,-1.438457268,-1.055915779,-1.074151458,-0.532581728,-0.521276809,-0.340916175,0.069266546,0.092068922,-0.052676205,-0.146933432,-0.196783687,-0.145828594,-0.17034805,-0.223636158,-0.091976234
종로구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.214132687,0,0.783477363,0.070671352,0.564971543,0.351123467,-0.84398798,0.246454798,1.292438684,-0.118979519,-0.255078988,-0.191169405,-0.176059119,0.565877361,0.21627195,0.75091027,0.014190288,-0.163440089,0.051169328,-0.251067395,0.058269244,0.004747503,-0.083846937,-0.031344974,0.320327102,0.551287182,0.687875798,0.032688376,0.187756439,0.259183819,-0.051231043,0.679705862,0.267983383,0.60848916,-0.022111142,0.515962932,0,0.296476635,0.599792314,1.620726216,0.097610451,0.297311288,-0.003907838,0.192786351,0.731724016,1.407686409,5.352420903,1.888752778,0.89536177,0.288428032,0.10338388,0.042349727,0.050582183,0.38645936,0.055409624,0.16834168,0.040825841,0.174147907,0.01249194,0.356557454,0.653004326,0.424440544,0.915612758,1.125882797,0.023212787,0.436566945,1.205951549,0.526081631,0.27751498,0.079587483,-0.005541239,-0.3506648,-0.07999973,-0.187797664,0.173994434,0.910596107,0.138543667,0.188738991,-0.058499232,0.166291015,1.152791094,0.70923376,-0.062922368,0.068995802,0.139848203,0.174165968,0.058550898,-0.080826934,-0.080302062,0.022477867,-0.194213086,-0.418545511,0.046547327,0.005330449,-0.01939695,-0.038062667,-4.55007E-05,0.089033806,0.551713349,0.050753889,-0.045820469,0.039127319,-0.089746334,-0.096622635,-0.007054701,0.022452601,-0.089142771,-0.032000251,-0.003351165,0.020150242,0.023375944,-0.125432883,-0.131066825,-0.071223451,-0.240645858,-0.197103055,-0.373311738,-0.250569403,-0.385746017,-0.278881957,-0.015765823,0,-0.469054644,-0.114594951,0.001665031,-0.223932378,-0.124324678,-0.182564747,0.001560486,0.058652684,0,-0.038499999,0.00190732,0,0,0.016135393,0.024283482,-0.040926289,-0.003311549,-0.022018208,0.034879999,0.018213907,0.149591748,0.198032743,0.157347088,0.273784191,0.259879892,0.3014147,0.021053376,0.191553504,0.236135188,0.120964225,0.292792284,0.116224847,0.166564101,0.174455418,0.105455213,0.075267456,0.12409652,0.106469817,0.236308419,0.109847514,0.175846294,0.25576925,0.136324992,0.325392293,0.351365229,0.044565829,0.03103581,0.066276019,0.051976257,0.07811012,0.134247407,0.313764424,0.26961327,0.601704439,0.315906699,0.500630966,0.277058933,0.467589306,0.659994491,0.230725172,1.078596898,0.596540884,0.386397651,0.444240091,0.38513714,0.328153781,2.082941041,1.258321403,0.624310992,0.291377617,0.018516345,0.011476851,0,-0.024542047,-0.017389323,-0.088208524,0.217421282,0.009305151,0.297006219,0.474572046,0.505555612,0.48990045,0.422306466,0.20336391,0.175427633,0.055562171,0.132874695,0.249084301,0.764268152,1.494205015,1.447537263,0.421239628,0.693958086,1.356466147,0.962752103,0.381512876,0.144493662,0.720725352,0.575699485,0.412821603,0.903554607,0.785130457,1.332250236,0.993790401,1.446538309,0.78849157,0.031584973,0,0.06747642,0.233401719,0.657642436,0.348806343,0.123095437,-0.025734272,-0.010969132,-0.106255398,-0.190891789,-0.111410353,-0.168189846,-0.178727685,-1.126492864,-1.861472424,-0.629836048,0.091155283,0.072789464,0.117312135,0.215279806,0.153562204,0.16012345,0.016179113,-0.092944285,-0.028532862,-0.148420509,0.060407878,-0.090945073
